"Date","Price","Open","High","Low","Vol.","Change %"
"25/04/2025","4,377.41","4,386.22","4,394.92","4,335.66","42.75M","0.20%"
"24/04/2025","4,368.72","4,377.55","4,385.83","4,330.68","61.09M","-0.89%"
"23/04/2025","4,408.07","4,379.00","4,435.59","4,378.89","46.44M","1.38%"
"22/04/2025","4,347.88","4,307.23","4,348.63","4,280.08","30.85M","0.96%"
"17/04/2025","4,306.68","4,318.05","4,322.75","4,282.28","24.03M","-0.38%"
"16/04/2025","4,323.23","4,291.15","4,323.26","4,264.43","33.30M","0.16%"
"15/04/2025","4,316.48","4,277.21","4,316.48","4,272.44","38.25M","1.45%"
"14/04/2025","4,254.59","4,221.91","4,256.66","4,193.80","32.40M","2.49%"
"11/04/2025","4,151.35","4,142.09","4,163.73","4,075.66","44.04M","0.65%"
"10/04/2025","4,124.37","4,039.10","4,302.60","4,028.04","59.22M","3.47%"
"09/04/2025","3,986.00","3,999.42","4,042.76","3,928.55","53.20M","-3.25%"
"08/04/2025","4,119.82","4,115.99","4,172.53","4,077.14","61.23M","1.73%"
"07/04/2025","4,049.72","4,110.96","4,232.52","3,925.40","96.54M","-4.56%"
"04/04/2025","4,243.41","4,376.06","4,401.44","4,200.84","79.83M","-3.74%"
"03/04/2025","4,408.40","4,443.75","4,471.09","4,390.89","63.00M","-2.51%"
"02/04/2025","4,522.02","4,538.22","4,550.76","4,481.86","36.25M","-0.75%"
"01/04/2025","4,556.30","4,536.06","4,560.33","4,519.18","41.41M","1.14%"
"31/03/2025","4,505.15","4,539.16","4,539.16","4,486.24","46.15M","-1.73%"
"28/03/2025","4,584.56","4,598.77","4,642.17","4,564.84","38.19M","-0.93%"
"27/03/2025","4,627.79","4,654.38","4,658.38","4,620.25","34.96M","-1.00%"
"26/03/2025","4,674.37","4,735.63","4,740.29","4,673.16","29.42M","-1.06%"
"25/03/2025","4,724.44","4,728.22","4,756.63","4,716.76","35.38M","0.04%"
"24/03/2025","4,722.39","4,763.92","4,765.84","4,708.12","34.71M","-0.43%"
"21/03/2025","4,742.84","4,805.15","4,805.15","4,727.32","100.75M","-1.51%"
"20/03/2025","4,815.77","4,844.43","4,850.33","4,772.33","43.19M","-0.39%"
"19/03/2025","4,834.78","4,825.76","4,856.85","4,823.79","67.37M","0.00%"
"18/03/2025","4,834.81","4,831.53","4,853.73","4,823.36","36.89M","0.44%"
"17/03/2025","4,813.60","4,786.42","4,822.39","4,784.63","31.27M","0.82%"
"14/03/2025","4,774.58","4,736.60","4,779.76","4,720.65","38.39M","1.02%"
"13/03/2025","4,726.30","4,733.04","4,747.19","4,717.29","33.50M","-0.16%"
"12/03/2025","4,733.64","4,776.71","4,783.52","4,706.03","36.32M","-0.25%"
"11/03/2025","4,745.62","4,805.21","4,837.73","4,741.02","42.71M","-1.13%"
"10/03/2025","4,799.89","4,811.77","4,818.37","4,766.87","39.24M","-0.01%"
"07/03/2025","4,800.45","4,788.06","4,811.23","4,745.86","40.77M","-0.27%"
"06/03/2025","4,813.43","4,788.45","4,815.13","4,751.81","43.47M","1.40%"
"05/03/2025","4,746.84","4,735.82","4,791.25","4,732.36","44.52M","1.36%"
"04/03/2025","4,682.97","4,752.25","4,752.25","4,668.50","64.46M","-1.97%"
"03/03/2025","4,777.31","4,735.62","4,797.74","4,724.47","48.28M","1.23%"
"28/02/2025","4,719.32","4,722.63","4,728.42","4,689.91","93.45M","-0.67%"
"27/02/2025","4,751.11","4,784.39","4,791.51","4,742.11","29.94M","-1.22%"
"26/02/2025","4,809.75","4,790.52","4,818.26","4,790.32","29.88M","0.66%"
"25/02/2025","4,778.13","4,723.96","4,796.28","4,717.66","34.45M","0.86%"
"24/02/2025","4,737.25","4,760.51","4,763.60","4,715.35","26.15M","-0.22%"
"21/02/2025","4,747.93","4,739.65","4,770.16","4,737.07","39.57M","0.30%"
"20/02/2025","4,733.61","4,713.36","4,755.70","4,711.55","32.63M","0.50%"
"19/02/2025","4,709.90","4,763.68","4,781.62","4,699.29","38.99M","-1.20%"
"18/02/2025","4,766.92","4,754.41","4,766.92","4,727.74","35.21M","0.53%"
"17/02/2025","4,741.87","4,706.77","4,755.44","4,696.23","34.17M","0.68%"
"14/02/2025","4,709.63","4,688.30","4,725.80","4,679.22","41.45M","0.14%"
"13/02/2025","4,702.88","4,636.51","4,702.88","4,626.17","54.02M","1.75%"
"12/02/2025","4,621.88","4,610.28","4,640.35","4,591.93","39.84M","0.58%"
"11/02/2025","4,595.18","4,586.33","4,611.48","4,573.37","37.65M","-0.22%"
"10/02/2025","4,605.43","4,594.41","4,611.58","4,592.84","34.52M","0.37%"
"07/02/2025","4,588.48","4,621.24","4,628.95","4,582.69","28.57M","-0.33%"
"06/02/2025","4,603.76","4,542.87","4,610.63","4,540.11","40.06M","1.83%"
"05/02/2025","4,521.15","4,527.49","4,549.88","4,489.36","37.53M","0.24%"
"04/02/2025","4,510.31","4,523.86","4,528.10","4,488.72","35.89M","-0.30%"
"03/02/2025","4,523.99","4,477.15","4,523.99","4,461.13","45.35M","-1.02%"
"31/01/2025","4,570.43","4,604.46","4,605.08","4,562.27","48.37M","-0.75%"
"30/01/2025","4,604.78","4,580.95","4,608.25","4,554.47","56.85M","1.44%"
"29/01/2025","4,539.31","4,541.28","4,553.37","4,524.86","34.04M","0.56%"
"28/01/2025","4,514.00","4,512.25","4,527.53","4,502.50","28.74M","0.19%"
"27/01/2025","4,505.40","4,474.02","4,517.48","4,470.65","31.63M","-0.15%"
"24/01/2025","4,512.02","4,502.40","4,545.15","4,498.22","38.41M","0.48%"
"23/01/2025","4,490.27","4,477.87","4,490.27","4,470.22","29.27M","0.38%"
"22/01/2025","4,473.38","4,469.19","4,481.57","4,460.86","34.54M","0.24%"
"21/01/2025","4,462.49","4,436.81","4,463.57","4,429.19","24.92M","0.51%"
"20/01/2025","4,439.77","4,436.35","4,444.36","4,419.20","22.76M","-0.13%"
"17/01/2025","4,445.42","4,425.58","4,448.63","4,425.21","28.53M","0.94%"
"16/01/2025","4,403.87","4,424.79","4,426.40","4,388.80","34.93M","-0.08%"
"15/01/2025","4,407.35","4,354.18","4,407.35","4,354.18","33.15M","1.38%"
"14/01/2025","4,347.26","4,376.53","4,381.54","4,333.13","29.74M","-0.13%"
"13/01/2025","4,353.08","4,351.87","4,356.64","4,321.13","26.36M","0.01%"
"10/01/2025","4,352.44","4,388.78","4,389.35","4,352.44","31.35M","-0.49%"
"09/01/2025","4,374.05","4,367.32","4,387.75","4,356.28","26.27M","-0.01%"
"08/01/2025","4,374.67","4,429.38","4,435.40","4,353.01","30.12M","-1.15%"
"07/01/2025","4,425.41","4,413.05","4,434.68","4,390.51","45.63M","1.22%"
"03/01/2025","4,372.20","4,400.45","4,405.31","4,372.20","23.98M","-0.45%"
"02/01/2025","4,391.86","4,338.82","4,393.21","4,335.78","26.80M","1.76%"
"30/12/2024","4,315.87","4,308.23","4,329.08","4,299.80","26.03M","-0.12%"
"27/12/2024","4,321.09","4,249.87","4,322.22","4,248.42","27.60M","1.75%"
"23/12/2024","4,246.69","4,241.05","4,253.99","4,220.15","24.89M","-0.05%"
"20/12/2024","4,248.80","4,224.95","4,248.80","4,188.91","78.46M","-0.02%"
"19/12/2024","4,249.66","4,248.65","4,268.25","4,235.08","37.31M","-1.10%"
"18/12/2024","4,296.83","4,314.87","4,319.01","4,292.04","39.49M","-0.26%"
"17/12/2024","4,307.86","4,324.59","4,324.59","4,297.78","36.52M","-0.74%"
"16/12/2024","4,340.04","4,348.11","4,354.63","4,320.78","34.61M","-0.25%"
"13/12/2024","4,350.84","4,382.92","4,384.81","4,346.82","42.31M","-0.87%"
"12/12/2024","4,388.97","4,411.66","4,413.22","4,371.86","39.26M","-0.52%"
"11/12/2024","4,412.09","4,389.76","4,413.87","4,380.48","33.84M","0.12%"
"10/12/2024","4,406.61","4,428.86","4,434.69","4,406.42","30.04M","-0.77%"
"09/12/2024","4,440.71","4,448.84","4,468.78","4,433.63","45.86M","0.18%"
"05/12/2024","4,432.54","4,413.65","4,434.40","4,408.31","34.00M","0.47%"
"04/12/2024","4,411.64","4,409.83","4,433.83","4,397.19","30.53M","0.18%"
"03/12/2024","4,403.63","4,381.79","4,405.43","4,380.67","28.49M","0.83%"
"02/12/2024","4,367.51","4,326.91","4,381.61","4,318.20","29.66M","0.76%"
"29/11/2024","4,334.39","4,336.42","4,340.75","4,308.30","36.36M","-0.01%"
"28/11/2024","4,335.03","4,320.94","4,338.15","4,313.50","16.91M","0.56%"
"27/11/2024","4,310.68","4,311.95","4,315.60","4,290.73","27.96M","-0.07%"
"26/11/2024","4,313.89","4,348.62","4,350.19","4,313.42","23.44M","-1.30%"
"25/11/2024","4,370.77","4,366.52","4,380.29","4,356.46","68.01M","0.54%"
"22/11/2024","4,347.37","4,325.55","4,357.13","4,294.60","30.30M","0.67%"
"21/11/2024","4,318.50","4,317.93","4,325.28","4,289.01","31.97M","0.02%"
"20/11/2024","4,317.46","4,359.89","4,371.41","4,317.46","37.32M","-0.21%"
"19/11/2024","4,326.55","4,393.96","4,409.35","4,315.13","45.55M","-1.34%"
"18/11/2024","4,385.19","4,400.47","4,415.20","4,366.51","24.49M","-0.46%"
"15/11/2024","4,405.57","4,397.14","4,425.63","4,384.56","29.50M","-0.30%"
